Data num,Variable Name,RockWell,Start address,Frame ID,Anybus Address,Type,Factor
,LVT01.A1,CAN4:O.Data[115].18,50,0x3C8,0x3C8:0x3CF,BOOL,
,LVT02.A1,CAN4:O.Data[115].19,51,0x3C8,0x3C8:0x3CF,BOOL,
,LVM01.A1,CAN4:O.Data[115].20,52,0x3C8,0x3C8:0x3CF,BOOL,
,LVM01.A2,CAN4:O.Data[115].21,53,0x3C8,0x3C8:0x3CF,BOOL,
,LVH01.A1,CAN4:O.Data[115].22,54,0x3C8,0x3C8:0x3CF,BOOL,
,LVH01.A2,CAN4:O.Data[115].23,55,0x3C8,0x3C8:0x3CF,BOOL,
,LLP03.A1,CAN4:O.Data[115].24,56,0x3C8,0x3C8:0x3CF,BOOL,
,LLP04.A1,CAN4:O.Data[115].25,57,0x3C8,0x3C8:0x3CF,BOOL,
,LLP05.A2,CAN4:O.Data[115].26,58,0x3C8,0x3C8:0x3CF,BOOL,
,LLP07.A1,CAN4:O.Data[115].27,59,0x3C8,0x3C8:0x3CF,BOOL,
,LEP02.A2,CAN4:O.Data[115].28,60,0x3C8,0x3C8:0x3CF,BOOL,
,LLT01.A1,CAN4:O.Data[115].29,61,0x3C8,0x3C8:0x3CF,BOOL,
,LLT01.A2,CAN4:O.Data[115].30,62,0x3C8,0x3C8:0x3CF,BOOL,
,LLT02.A1,CAN4:O.Data[115].31,63,0x3C8,0x3C8:0x3CF,BOOL,
117,LLT02.A2,CAN4:O.Data[116].0,0,0x3D0,0x3D0:0x3D7,BOOL,
,LLT03.A1,CAN4:O.Data[116].1,1,0x3D0,0x3D0:0x3D7,BOOL,
,LLT03.A2,CAN4:O.Data[116].2,2,0x3D0,0x3D0:0x3D7,BOOL,
,LLT04.A1,CAN4:O.Data[116].3,3,0x3D0,0x3D0:0x3D7,BOOL,
,LLT04.A2,CAN4:O.Data[116].4,4,0x3D0,0x3D0:0x3D7,BOOL,
,LLT05.A1,CAN4:O.Data[116].5,5,0x3D0,0x3D0:0x3D7,BOOL,
,LLT05.A2,CAN4:O.Data[116].6,6,0x3D0,0x3D0:0x3D7,BOOL,
,LLT06.A1,CAN4:O.Data[116].7,7,0x3D0,0x3D0:0x3D7,BOOL,
,LLT06.A2,CAN4:O.Data[116].8,8,0x3D0,0x3D0:0x3D7,BOOL,
,LLL01.A2,CAN4:O.Data[116].9,9,0x3D0,0x3D0:0x3D7,BOOL,
,LLL02.A2,CAN4:O.Data[116].10,10,0x3D0,0x3D0:0x3D7,BOOL,
,LLS01.A,CAN4:O.Data[116].11,11,0x3D0,0x3D0:0x3D7,BOOL,
,LLS02.A,CAN4:O.Data[116].12,12,0x3D0,0x3D0:0x3D7,BOOL,
,LLS03.A,CAN4:O.Data[116].13,13,0x3D0,0x3D0:0x3D7,BOOL,
,LLS04.A,CAN4:O.Data[116].14,14,0x3D0,0x3D0:0x3D7,BOOL,
,LLS05.A,CAN4:O.Data[116].15,15,0x3D0,0x3D0:0x3D7,BOOL,
,LLS06.A,CAN4:O.Data[116].16,16,0x3D0,0x3D0:0x3D7,BOOL,
,LLE01.A1,CAN4:O.Data[116].17,17,0x3D0,0x3D0:0x3D7,BOOL,
,LLE01.A2,CAN4:O.Data[116].18,18,0x3D0,0x3D0:0x3D7,BOOL,
,LLM01.A1,CAN4:O.Data[116].19,19,0x3D0,0x3D0:0x3D7,BOOL,
,LLM01.A2,CAN4:O.Data[116].20,20,0x3D0,0x3D0:0x3D7,BOOL,
,LLM02.A1,CAN4:O.Data[116].21,21,0x3D0,0x3D0:0x3D7,BOOL,
,LLM02.A2,CAN4:O.Data[116].22,22,0x3D0,0x3D0:0x3D7,BOOL,
,LLM03.A,CAN4:O.Data[116].23,23,0x3D0,0x3D0:0x3D7,BOOL,
,LLM03.A1,CAN4:O.Data[116].24,24,0x3D0,0x3D0:0x3D7,BOOL,
,LLM03.A2,CAN4:O.Data[116].25,25,0x3D0,0x3D0:0x3D7,BOOL,
,LLV01.A,CAN4:O.Data[116].26,26,0x3D0,0x3D0:0x3D7,BOOL,
,LLV01.A1,CAN4:O.Data[116].27,27,0x3D0,0x3D0:0x3D7,BOOL,
,LLV01.A2,CAN4:O.Data[116].28,28,0x3D0,0x3D0:0x3D7,BOOL,
,Reserved,CAN4:O.Data[116].29,29,0x3D0,0x3D0:0x3D7,BOOL,
,LFH07.A1,CAN4:O.Data[116].30,30,0x3D0,0x3D0:0x3D7,BOOL,
,LFH07.A2,CAN4:O.Data[116].31,31,0x3D0,0x3D0:0x3D7,BOOL,
118,LPP05.A,CAN4:O.Data[117].0,32,0x3D0,0x3D0:0x3D7,BOOL,
,LPK01.A1,CAN4:O.Data[117].1,33,0x3D0,0x3D0:0x3D7,BOOL,
,LPK01.A2,CAN4:O.Data[117].2,34,0x3D0,0x3D0:0x3D7,BOOL,
,LPK02.A1,CAN4:O.Data[117].3,35,0x3D0,0x3D0:0x3D7,BOOL,
,LPK02.A2,CAN4:O.Data[117].4,36,0x3D0,0x3D0:0x3D7,BOOL,
,LGB01.A1,CAN4:O.Data[117].5,37,0x3D0,0x3D0:0x3D7,BOOL,
,LGB02.A1,CAN4:O.Data[117].6,38,0x3D0,0x3D0:0x3D7,BOOL,
,LGB03.A1,CAN4:O.Data[117].7,39,0x3D0,0x3D0:0x3D7,BOOL,
,LGB04.A1,CAN4:O.Data[117].8,40,0x3D0,0x3D0:0x3D7,BOOL,
,LGT01.A1,CAN4:O.Data[117].9,41,0x3D0,0x3D0:0x3D7,BOOL,
,LGT02.A1,CAN4:O.Data[117].10,42,0x3D0,0x3D0:0x3D7,BOOL,
,LGT03.A1,CAN4:O.Data[117].11,43,0x3D0,0x3D0:0x3D7,BOOL,
,LGT04.A1,CAN4:O.Data[117].12,44,0x3D0,0x3D0:0x3D7,BOOL,
,LGT05.A1,CAN4:O.Data[117].13,45,0x3D0,0x3D0:0x3D7,BOOL,
,LGT06.A1,CAN4:O.Data[117].14,46,0x3D0,0x3D0:0x3D7,BOOL,
,LGT07.A1,CAN4:O.Data[117].15,47,0x3D0,0x3D0:0x3D7,BOOL,
,LGT08.A1,CAN4:O.Data[117].16,48,0x3D0,0x3D0:0x3D7,BOOL,
,LGT09.A1,CAN4:O.Data[117].17,49,0x3D0,0x3D0:0x3D7,BOOL,
,LGT10.A1,CAN4:O.Data[117].18,50,0x3D0,0x3D0:0x3D7,BOOL,
,LGT11.A1,CAN4:O.Data[117].19,51,0x3D0,0x3D0:0x3D7,BOOL,
,LGT12.A1,CAN4:O.Data[117].20,52,0x3D0,0x3D0:0x3D7,BOOL,
,LGT13.A1,CAN4:O.Data[117].21,53,0x3D0,0x3D0:0x3D7,BOOL,
,LGT14.A1,CAN4:O.Data[117].22,54,0x3D0,0x3D0:0x3D7,BOOL,
,LGT15.A1,CAN4:O.Data[117].23,55,0x3D0,0x3D0:0x3D7,BOOL,
,LGT16.A1,CAN4:O.Data[117].24,56,0x3D0,0x3D0:0x3D7,BOOL,
,LGT17.A1,CAN4:O.Data[117].25,57,0x3D0,0x3D0:0x3D7,BOOL,
,LGT18.A1,CAN4:O.Data[117].26,58,0x3D0,0x3D0:0x3D7,BOOL,
,LGT19.A1,CAN4:O.Data[117].27,59,0x3D0,0x3D0:0x3D7,BOOL,
,LGT20.A1,CAN4:O.Data[117].28,60,0x3D0,0x3D0:0x3D7,BOOL,
,LGT21.A1,CAN4:O.Data[117].29,61,0x3D0,0x3D0:0x3D7,BOOL,
,LGT22.A1,CAN4:O.Data[117].30,62,0x3D0,0x3D0:0x3D7,BOOL,
,LGT23.A1,CAN4:O.Data[117].31,63,0x3D0,0x3D0:0x3D7,BOOL,
119,LGT30.A1,CAN4:O.Data[118].0,0,0x3D8,0x3D8:0x3DF,BOOL,
,LGT31.A1,CAN4:O.Data[118].1,1,0x3D8,0x3D8:0x3DF,BOOL,
,LGT32.A1,CAN4:O.Data[118].2,2,0x3D8,0x3D8:0x3DF,BOOL,
,LGT33.A1,CAN4:O.Data[118].3,3,0x3D8,0x3D8:0x3DF,BOOL,
,LGT34.A1,CAN4:O.Data[118].4,4,0x3D8,0x3D8:0x3DF,BOOL,
,LGT35.A1,CAN4:O.Data[118].5,5,0x3D8,0x3D8:0x3DF,BOOL,
,LGT36.A1,CAN4:O.Data[118].6,6,0x3D8,0x3D8:0x3DF,BOOL,
,LGT37.A1,CAN4:O.Data[118].7,7,0x3D8,0x3D8:0x3DF,BOOL,
,LGT38.A1,CAN4:O.Data[118].8,8,0x3D8,0x3D8:0x3DF,BOOL,
,LGT39.A1,CAN4:O.Data[118].9,9,0x3D8,0x3D8:0x3DF,BOOL,
,LGT40.A1,CAN4:O.Data[118].10,10,0x3D8,0x3D8:0x3DF,BOOL,
,LGT41.A1,CAN4:O.Data[118].11,11,0x3D8,0x3D8:0x3DF,BOOL,
,LGT42.A1,CAN4:O.Data[118].12,12,0x3D8,0x3D8:0x3DF,BOOL,
,LGT43.A1,CAN4:O.Data[118].13,13,0x3D8,0x3D8:0x3DF,BOOL,
,LGK09.A,CAN4:O.Data[118].14,14,0x3D8,0x3D8:0x3DF,BOOL,
,LGK10.A,CAN4:O.Data[118].15,15,0x3D8,0x3D8:0x3DF,BOOL,
,LGK11.A,CAN4:O.Data[118].16,16,0x3D8,0x3D8:0x3DF,BOOL,
,LGK12.A,CAN4:O.Data[118].17,17,0x3D8,0x3D8:0x3DF,BOOL,
,LGY01.A,CAN4:O.Data[118].18,18,0x3D8,0x3D8:0x3DF,BOOL,
,LGY02.A,CAN4:O.Data[118].19,19,0x3D8,0x3D8:0x3DF,BOOL,
,LGE05.A1,CAN4:O.Data[118].20,20,0x3D8,0x3D8:0x3DF,BOOL,
,LGE05.A2,CAN4:O.Data[118].21,21,0x3D8,0x3D8:0x3DF,BOOL,
,LBP01.A2,CAN4:O.Data[118].22,22,0x3D8,0x3D8:0x3DF,BOOL,
,LBP02.A2,CAN4:O.Data[118].23,23,0x3D8,0x3D8:0x3DF,BOOL,
,LBP03.A2,CAN4:O.Data[118].24,24,0x3D8,0x3D8:0x3DF,BOOL,
,LBP05.A1,CAN4:O.Data[118].25,25,0x3D8,0x3D8:0x3DF,BOOL,
,LBL01.A2,CAN4:O.Data[118].26,26,0x3D8,0x3D8:0x3DF,BOOL,
,LBL02.A2,CAN4:O.Data[118].27,27,0x3D8,0x3D8:0x3DF,BOOL,
,LBL03.A1,CAN4:O.Data[118].28,28,0x3D8,0x3D8:0x3DF,BOOL,
,LBT01.A1,CAN4:O.Data[118].29,29,0x3D8,0x3D8:0x3DF,BOOL,
,LBT02.A1,CAN4:O.Data[118].30,30,0x3D8,0x3D8:0x3DF,BOOL,
,LBT03.A1,CAN4:O.Data[118].31,31,0x3D8,0x3D8:0x3DF,BOOL,
120,LBE01.A1,CAN4:O.Data[119].0,32,0x3D8,0x3D8:0x3DF,BOOL,
,LBE01.A2,CAN4:O.Data[119].1,33,0x3D8,0x3D8:0x3DF,BOOL,
,LBM01.A,CAN4:O.Data[119].2,34,0x3D8,0x3D8:0x3DF,BOOL,
,LBM01.A1,CAN4:O.Data[119].3,35,0x3D8,0x3D8:0x3DF,BOOL,
,LBM01.A2,CAN4:O.Data[119].4,36,0x3D8,0x3D8:0x3DF,BOOL,
,LBM02.A,CAN4:O.Data[119].5,37,0x3D8,0x3D8:0x3DF,BOOL,
,LBM02.A1,CAN4:O.Data[119].6,38,0x3D8,0x3D8:0x3DF,BOOL,
,LBM02.A2,CAN4:O.Data[119].7,39,0x3D8,0x3D8:0x3DF,BOOL,
,LBM03.A,CAN4:O.Data[119].8,40,0x3D8,0x3D8:0x3DF,BOOL,
,LBM03.A1,CAN4:O.Data[119].9,41,0x3D8,0x3D8:0x3DF,BOOL,
,LBM03.A2,CAN4:O.Data[119].10,42,0x3D8,0x3D8:0x3DF,BOOL,
,LBP02.A2,CAN4:O.Data[119].11,43,0x3D8,0x3D8:0x3DF,BOOL,
,LQK10.A,CAN4:O.Data[119].12,44,0x3D8,0x3D8:0x3DF,BOOL,
,LQK30.A,CAN4:O.Data[119].13,45,0x3D8,0x3D8:0x3DF,BOOL,
,LQP01.A,CAN4:O.Data[119].14,46,0x3D8,0x3D8:0x3DF,BOOL,
,LDK01.A,CAN4:O.Data[119].15,47,0x3D8,0x3D8:0x3DF,BOOL,
,LDK03.A,CAN4:O.Data[119].16,48,0x3D8,0x3D8:0x3DF,BOOL,
,LLSCRF.A,CAN4:O.Data[119].17,49,0x3D8,0x3D8:0x3DF,BOOL,
,LEK01.F,CAN4:O.Data[119].18,50,0x3D8,0x3D8:0x3DF,BOOL,
,LLregltN2.A,CAN4:O.Data[119].19,51,0x3D8,0x3D8:0x3DF,BOOL,
,LLregltT4.A,CAN4:O.Data[119].20,52,0x3D8,0x3D8:0x3DF,BOOL,
,LLregltGtX.A,CAN4:O.Data[119].21,53,0x3D8,0x3D8:0x3DF,BOOL,
,LLregltGtN.A,CAN4:O.Data[119].22,54,0x3D8,0x3D8:0x3DF,BOOL,
,ControlNet_A.A,CAN4:O.Data[119].23,55,0x3D8,0x3D8:0x3DF,BOOL,
,ControlNet_B.A,CAN4:O.Data[119].24,56,0x3D8,0x3D8:0x3DF,BOOL,
,LLH01.A1,CAN4:O.Data[119].25,57,0x3D8,0x3D8:0x3DF,BOOL,
,LLH01.A2,CAN4:O.Data[119].26,58,0x3D8,0x3D8:0x3DF,BOOL,
,LBQ01.A2,CAN4:O.Data[119].27,59,0x3D8,0x3D8:0x3DF,BOOL,
,LBQ02.A2,CAN4:O.Data[119].28,60,0x3D8,0x3D8:0x3DF,BOOL,
,LBQ03.A2,CAN4:O.Data[119].29,61,0x3D8,0x3D8:0x3DF,BOOL,
,LFM01.A1,CAN4:O.Data[119].30,62,0x3D8,0x3D8:0x3DF,BOOL,
,LFM01.A2,CAN4:O.Data[119].31,63,0x3D8,0x3D8:0x3DF,BOOL,
121,LVH020.A,CAN4:O.Data[120].0,0,0x3E0,0x3E0:0x3E7,BOOL,
,LVH021.A,CAN4:O.Data[120].1,1,0x3E0,0x3E0:0x3E7,BOOL,
,LVE012.A,CAN4:O.Data[120].2,2,0x3E0,0x3E0:0x3E7,BOOL,
,LBT01.L2,CAN4:O.Data[120].3,3,0x3E0,0x3E0:0x3E7,BOOL,
,LBT02.L2,CAN4:O.Data[120].4,4,0x3E0,0x3E0:0x3E7,BOOL,
,LEB01.A,CAN4:O.Data[120].5,5,0x3E0,0x3E0:0x3E7,BOOL,
,LGB01.A,CAN4:O.Data[120].6,6,0x3E0,0x3E0:0x3E7,BOOL,
,LLP10.L2,CAN4:O.Data[120].7,7,0x3E0,0x3E0:0x3E7,BOOL,
,LLP09.L2,CAN4:O.Data[120].8,8,0x3E0,0x3E0:0x3E7,BOOL,
,LGY01.L2,CAN4:O.Data[120].9,9,0x3E0,0x3E0:0x3E7,BOOL,
,LLP08.L2,CAN4:O.Data[120].10,10,0x3E0,0x3E0:0x3E7,BOOL,
,LBT03.L2,CAN4:O.Data[120].11,11,0x3E0,0x3E0:0x3E7,BOOL,
,LEK01.L1,CAN4:O.Data[120].12,12,0x3E0,0x3E0:0x3E7,BOOL,
,LPK01.L1,CAN4:O.Data[120].13,13,0x3E0,0x3E0:0x3E7,BOOL,
,LPK02.L1,CAN4:O.Data[120].14,14,0x3E0,0x3E0:0x3E7,BOOL,
,LEK01.L2,CAN4:O.Data[120].15,15,0x3E0,0x3E0:0x3E7,BOOL,
,LPK01.L2,CAN4:O.Data[120].16,16,0x3E0,0x3E0:0x3E7,BOOL,
,LPK02.L2,CAN4:O.Data[120].17,17,0x3E0,0x3E0:0x3E7,BOOL,
,FP010,CAN4:O.Data[120].18,18,0x3E0,0x3E0:0x3E7,BOOL,
,FP020,CAN4:O.Data[120].19,19,0x3E0,0x3E0:0x3E7,BOOL,
,FP030,CAN4:O.Data[120].20,20,0x3E0,0x3E0:0x3E7,BOOL,
,FP040,CAN4:O.Data[120].21,21,0x3E0,0x3E0:0x3E7,BOOL,
,LLP06.T1,CAN4:O.Data[120].22,22,0x3E0,0x3E0:0x3E7,BOOL,
,FK016,CAN4:O.Data[120].23,23,0x3E0,0x3E0:0x3E7,BOOL,
,FK026,CAN4:O.Data[120].24,24,0x3E0,0x3E0:0x3E7,BOOL,
,FK036,CAN4:O.Data[120].25,25,0x3E0,0x3E0:0x3E7,BOOL,
,PP050,CAN4:O.Data[120].26,26,0x3E0,0x3E0:0x3E7,BOOL,
,LM036,CAN4:O.Data[120].27,27,0x3E0,0x3E0:0x3E7,BOOL,
,Reserved,CAN4:O.Data[120].28,28,0x3E0,0x3E0:0x3E7,BOOL,
,Reserved,CAN4:O.Data[120].29,29,0x3E0,0x3E0:0x3E7,BOOL,
,Reserved,CAN4:O.Data[120].30,30,0x3E0,0x3E0:0x3E7,BOOL,
,Reserved,CAN4:O.Data[120].31,31,0x3E0,0x3E0:0x3E7,BOOL,
122,LEZ01.L2,CAN4:O.Data[121].0,32,0x3E0,0x3E0:0x3E7,BOOL,
,LFP07.L2,CAN4:O.Data[121].1,33,0x3E0,0x3E0:0x3E7,BOOL,
,LT4.L2,CAN4:O.Data[121].2,34,0x3E0,0x3E0:0x3E7,BOOL,
,LT1.A2,CAN4:O.Data[121].3,35,0x3E0,0x3E0:0x3E7,BOOL,
,LT4.A,CAN4:O.Data[121].4,36,0x3E0,0x3E0:0x3E7,BOOL,
,LEB01.L2,CAN4:O.Data[121].5,37,0x3E0,0x3E0:0x3E7,BOOL,
,LEB02.L2,CAN4:O.Data[121].6,38,0x3E0,0x3E0:0x3E7,BOOL,
,LEB03.L2,CAN4:O.Data[121].7,39,0x3E0,0x3E0:0x3E7,BOOL,
,LEP05.L2,CAN4:O.Data[121].8,40,0x3E0,0x3E0:0x3E7,BOOL,
,LN1.L2,CAN4:O.Data[121].9,41,0x3E0,0x3E0:0x3E7,BOOL,
,LEP02.L2,CAN4:O.Data[121].10,42,0x3E0,0x3E0:0x3E7,BOOL,
,LLT02.L2,CAN4:O.Data[121].11,43,0x3E0,0x3E0:0x3E7,BOOL,
,LLT03.L2,CAN4:O.Data[121].12,44,0x3E0,0x3E0:0x3E7,BOOL,
,LLT04.L2,CAN4:O.Data[121].13,45,0x3E0,0x3E0:0x3E7,BOOL,
,LLT05.L2,CAN4:O.Data[121].14,46,0x3E0,0x3E0:0x3E7,BOOL,
,LLT06.L2,CAN4:O.Data[121].15,47,0x3E0,0x3E0:0x3E7,BOOL,
,LFK07.L2,CAN4:O.Data[121].16,48,0x3E0,0x3E0:0x3E7,BOOL,
,LGB01.L2,CAN4:O.Data[121].17,49,0x3E0,0x3E0:0x3E7,BOOL,
,LGB02.L2,CAN4:O.Data[121].18,50,0x3E0,0x3E0:0x3E7,BOOL,
,LGB03.L2,CAN4:O.Data[121].19,51,0x3E0,0x3E0:0x3E7,BOOL,
,LGB04.L2,CAN4:O.Data[121].20,52,0x3E0,0x3E0:0x3E7,BOOL,
,LGT01.L2,CAN4:O.Data[121].21,53,0x3E0,0x3E0:0x3E7,BOOL,
,LGT02.L2,CAN4:O.Data[121].22,54,0x3E0,0x3E0:0x3E7,BOOL,
,LGT03.L2,CAN4:O.Data[121].23,55,0x3E0,0x3E0:0x3E7,BOOL,
,LGT04.L2,CAN4:O.Data[121].24,56,0x3E0,0x3E0:0x3E7,BOOL,
,LGT05.L2,CAN4:O.Data[121].25,57,0x3E0,0x3E0:0x3E7,BOOL,
,LGT06.L2,CAN4:O.Data[121].26,58,0x3E0,0x3E0:0x3E7,BOOL,
,LGT07.L2,CAN4:O.Data[121].27,59,0x3E0,0x3E0:0x3E7,BOOL,
,LGT08.L2,CAN4:O.Data[121].28,60,0x3E0,0x3E0:0x3E7,BOOL,
,LGT09.L2,CAN4:O.Data[121].29,61,0x3E0,0x3E0:0x3E7,BOOL,
,LGT10.L2,CAN4:O.Data[121].30,62,0x3E0,0x3E0:0x3E7,BOOL,
,LGT11.L2,CAN4:O.Data[121].31,63,0x3E0,0x3E0:0x3E7,BOOL,
123,LGT12.L2,CAN4:O.Data[122].0,0,0x3E8,0x3E8:0x3EF,BOOL,
,LGT13.L2,CAN4:O.Data[122].1,1,0x3E8,0x3E8:0x3EF,BOOL,
,LGT14.L2,CAN4:O.Data[122].2,2,0x3E8,0x3E8:0x3EF,BOOL,
,LGT15.L2,CAN4:O.Data[122].3,3,0x3E8,0x3E8:0x3EF,BOOL,
,LGT16.L2,CAN4:O.Data[122].4,4,0x3E8,0x3E8:0x3EF,BOOL,
,LGT17.L2,CAN4:O.Data[122].5,5,0x3E8,0x3E8:0x3EF,BOOL,
,LGT18.L2,CAN4:O.Data[122].6,6,0x3E8,0x3E8:0x3EF,BOOL,
,LGT19.L2,CAN4:O.Data[122].7,7,0x3E8,0x3E8:0x3EF,BOOL,
,LGT20.L2,CAN4:O.Data[122].8,8,0x3E8,0x3E8:0x3EF,BOOL,
,LGT21.L2,CAN4:O.Data[122].9,9,0x3E8,0x3E8:0x3EF,BOOL,
,LGT22.L2,CAN4:O.Data[122].10,10,0x3E8,0x3E8:0x3EF,BOOL,
,LGT23.L2,CAN4:O.Data[122].11,11,0x3E8,0x3E8:0x3EF,BOOL,
,LGT24.L2,CAN4:O.Data[122].12,12,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[122].13,13,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[122].14,14,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[122].15,15,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[122].16,16,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[122].17,17,0x3E8,0x3E8:0x3EF,BOOL,
,LGT30.L2,CAN4:O.Data[122].18,18,0x3E8,0x3E8:0x3EF,BOOL,
,LGT31.L2,CAN4:O.Data[122].19,19,0x3E8,0x3E8:0x3EF,BOOL,
,LGT32.L2,CAN4:O.Data[122].20,20,0x3E8,0x3E8:0x3EF,BOOL,
,LGT33.L2,CAN4:O.Data[122].21,21,0x3E8,0x3E8:0x3EF,BOOL,
,LGT34.L2,CAN4:O.Data[122].22,22,0x3E8,0x3E8:0x3EF,BOOL,
,LGT35.L2,CAN4:O.Data[122].23,23,0x3E8,0x3E8:0x3EF,BOOL,
,LGT36.L2,CAN4:O.Data[122].24,24,0x3E8,0x3E8:0x3EF,BOOL,
,LGT37.L2,CAN4:O.Data[122].25,25,0x3E8,0x3E8:0x3EF,BOOL,
,LGT38.L2,CAN4:O.Data[122].26,26,0x3E8,0x3E8:0x3EF,BOOL,
,LGT39.L2,CAN4:O.Data[122].27,27,0x3E8,0x3E8:0x3EF,BOOL,
,LGT40.L2,CAN4:O.Data[122].28,28,0x3E8,0x3E8:0x3EF,BOOL,
,LGT41.L2,CAN4:O.Data[122].29,29,0x3E8,0x3E8:0x3EF,BOOL,
,LGT42.L2,CAN4:O.Data[122].30,30,0x3E8,0x3E8:0x3EF,BOOL,
,LGT43.L2,CAN4:O.Data[122].31,31,0x3E8,0x3E8:0x3EF,BOOL,
124,Reserved,CAN4:O.Data[123].0,32,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].1,33,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].2,34,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].3,35,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].4,36,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].5,37,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].6,38,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].7,39,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].8,40,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].9,41,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].10,42,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].11,43,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].12,44,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].13,45,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].14,46,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].15,47,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].16,48,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].17,49,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].18,50,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].19,51,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].20,52,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].21,53,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].22,54,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].23,55,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].24,56,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].25,57,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].26,58,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].27,59,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].28,60,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].29,61,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].30,62,0x3E8,0x3E8:0x3EF,BOOL,
,Reserved,CAN4:O.Data[123].31,63,0x3E8,0x3E8:0x3EF,BOOL,
